Sigla	Codigo	Município	2010	2012	2014	2016	2018
PR	4109609	Guaratuba	18508	20502	19515	21308	19483
PR	4109658	Honório Serpa	3695	4248	3636	3813	3455
PR	4109708	Ibaiti	17690	18605	17258	17792	17017
PR	4109757	Ibema	3703	4269	3999	4508	3798
PR	4109807	Ibiporã	29849	31388	31549	31725	31012
PR	4109906	Icaraíma	5548	5944	5589	5996	5536
PR	4110003	Iguaraçu	2718	3056	2946	3316	2933
PR	4110052	Iguatu	1600	1798	1656	1910	1655
PR	4110078	Imbaú	6086	6826	6389	7181	6685
PR	4110102	Imbituva	17487	18548	18359	19254	19501
PR	4110201	Inácio Martins	6703	7350	6839	7254	6882
PR	4110300	Inajá	1962	2326	2120	2461	2048
PR	4110409	Indianópolis	2820	3060	2942	3382	3088
PR	4110508	Ipiranga	8745	9314	9012	9652	9420
PR	4110607	Iporã	9433	9955	9482	10046	9719
PR	4110656	Iracema do Oeste	1973	2223	1976	2303	1848
PR	4110706	Irati	35528	36903	36652	37063	38449
PR	4110805	Iretama	6371	6856	6433	6916	6430
PR	4110904	Itaguajé	2975	3227	2927	3200	2725
PR	4110953	Itaipulândia	6210	7640	6785	8053	7118
PR	4111001	Itambaracá	4195	4654	4124	4558	4000
PR	4111100	Itambé	3982	4262	4128	4417	4005
PR	4111209	'Itapejara d''Oeste'	7033	7719	7321	8070	7332
PR	4111258	Itaperuçu	14478	16250	15688	17307	16306
PR	4111308	Itaúna do Sul	2314	2726	2338	2625	2182
PR	4111407	Ivaí	8060	8693	8534	9080	8850
PR	4111506	Ivaiporã	18722	19514	19296	19877	19050
PR	4111555	Ivaté	4502	5041	4681	5120	4628
PR	4111605	Ivatuba	1844	2140	1811	2124	1895
PR	4111704	Jaboti	3070	3404	3192	3745	3281
PR	4111803	Jacarezinho	24337	25036	24523	25086	24197
PR	4111902	Jaguapitã	7673	8259	7931	8573	8235
PR	4112009	Jaguariaíva	19670	20925	20434	21403	20943
PR	4112108	Jandaia do Sul	13568	14048	13663	13797	13450
PR	4112207	Janiópolis	4481	4884	4422	4550	3984
PR	4112306	Japira	3105	3612	3314	3606	3026
PR	4112405	Japurá	5818	6198	5954	6279	5909
PR	4112504	Jardim Alegre	7442	8063	7340	7589	6983
PR	4112603	Jardim Olinda	1091	1207	1104	1247	1043
PR	4112702	Jataizinho	7467	8136	7809	8362	7665
PR	4112751	Jesuítas	5856	6334	6074	6524	5921
PR	4112801	Joaquim Távora	6727	7178	6845	7442	7230
PR	4112900	Jundiaí do Sul	2062	2365	2059	2407	2098
PR	4112959	Juranda	4924	5391	5062	5374	5039
PR	4113007	Jussara	4367	5058	4587	5056	4395
PR	4113106	Kaloré	3222	3430	3142	3356	3109
PR	4113205	Lapa	29541	30579	30276	30720	29800
PR	4113254	Laranjal	3456	4083	3581	4218	3597
PR	4113304	Laranjeiras do Sul	17704	19086	18739	19712	19753
PR	4113403	Leópolis	2846	3070	2836	3188	2799
PR	4113429	Lidianópolis	2860	3184	2761	3060	2643
PR	4113452	Lindoeste	3721	4408	3989	4108	3795
PR	4113502	Loanda	12290	12830	12513	12688	12435
PR	4113601	Lobato	3028	3505	3113	3486	3034
PR	4113700	Londrina	293949	299836	299148	301984	309564
PR	4113734	Luiziana	4724	5362	4878	5178	4540
PR	4113759	Lunardelli	3399	3731	3429	3729	3367
PR	4113809	Lupionópolis	3114	3605	3250	3668	3272
PR	4113908	Mallet	8581	8959	8594	9013	8784
PR	4114005	Mamborê	9087	9496	8975	9461	9117
PR	4114104	Mandaguaçu	12506	13378	13360	13710	13682
PR	4114203	Mandaguari	21332	22219	21717	22232	21962
PR	4114302	Mandirituba	13782	15159	14615	15814	14625
PR	4114351	Manfrinópolis	2336	2792	2398	2841	2218
PR	4114401	Mangueirinha	10705	11912	10735	11835	10690
PR	4114500	Manoel Ribas	8208	8832	8240	8999	8628
PR	4114609	Marechal Cândido Rondon	29894	30746	30835	31996	31599
PR	4114708	Maria Helena	3738	4102	3864	4208	3849
PR	4114807	Marialva	21125	22441	22150	23055	22495
PR	4114906	Marilândia do Sul	5870	6306	5854	6168	5834
PR	4115002	Marilena	4331	5045	4718	5180	4419
PR	4115101	Mariluz	6396	6961	6564	6866	6370
PR	4115200	Maringá	206482	210770	162856	213696	222945
PR	4115309	Mariópolis	4345	4629	4391	4839	4356
PR	4115358	Maripá	4043	4333	4172	4494	4355
PR	4115408	Marmeleiro	8396	9141	8977	9512	9474
PR	4115457	Marquinho	3069	3576	3089	3349	3016
PR	4115507	Marumbi	3040	3439	3284	3495	3192
PR	4115606	Matelândia	9938	10457	10194	10600	10102
PR	4115705	Matinhos	17280	21012	20330	22015	20531
PR	4115739	Mato Rico	2483	2849	2494	2874	2410
PR	4115754	Mauá da Serra	5000	5918	5432	6124	5948
PR	4115804	Medianeira	25355	26513	26865	28073	27756
PR	4115853	Mercedes	3576	3934	3763	4115	3908
PR	4115903	Mirador	1538	1880	1663	2032	1594
PR	4116000	Miraselva	1569	1719	1590	1613	1537
PR	4116059	Missal	7071	7666	7369	7938	7409
PR	4116109	Moreira Sales	7510	8223	7868	8338	7695
PR	4116208	Morretes	11206	12167	11501	12184	10436
PR	4116307	Munhoz de Melo	2601	2979	2748	3167	2757
PR	4116406	Nossa Senhora das Graças	2625	2981	2652	2961	2504
PR	4116505	Nova Aliança do Ivaí	1125	1417	1252	1431	1160
PR	4116604	Nova América da Colina	2348	2780	2517	3038	2528
PR	4116703	Nova Aurora	8177	8473	8070	8516	7892
PR	4116802	Nova Cantu	4752	5460	4740	5340	4727
PR	4116901	Nova Esperança	16746	17283	16785	16493	15691
PR	4116950	Nova Esperança do Sudoeste	3406	3960	3721	4437	3878
PR	4117008	Nova Fátima	4927	5318	4839	5279	4740
PR	4117057	Nova Laranjeiras	5953	6863	6065	6631	6343
PR	4117107	Nova Londrina	7456	8111	7564	7845	7269
PR	4117206	Nova Olímpia	3653	4171	3863	4294	3898
PR	4117214	Nova Santa Bárbara	2491	2941	2669	3059	2808
PR	4117222	Nova Santa Rosa	5367	5914	5567	5941	5700
PR	4117255	Nova Prata do Iguaçu	6429	7252	6842	7845	7095
PR	4117271	Nova Tebas	4496	4953	4332	4929	4724
PR	4117297	Novo Itacolomi	2124	2393	2219	2484	2265
PR	4117305	Ortigueira	12908	14046	12950	15260	14110
PR	4117404	Ourizona	2504	2728	2537	2752	2367
PR	4117453	Ouro Verde do Oeste	3632	4010	3877	4152	3833
PR	4117503	Paiçandu	20618	22000	22154	22730	21935
PR	4117602	Palmas	21508	22393	22025	24090	24405
PR	4117701	Palmeira	21166	21836	21644	22038	21875
PR	4117800	Palmital	8892	9642	8653	9302	8568
PR	4117909	Palotina	17766	18456	18221	18902	19380
PR	4118006	Paraíso do Norte	7287	7654	7615	7971	7568
PR	4118105	Paranacity	5971	6510	6118	6608	6150
PR	4118204	Paranaguá	83860	86895	85861	84269	83088
PR	4118303	Paranapoema	1664	1901	1733	1997	1764
PR	4118402	Paranavaí	48439	49330	49715	49078	50515
PR	4118451	Pato Bragado	3537	3865	3623	3887	3571
PR	4118501	Pato Branco	43561	44922	45504	47268	49453
PR	4118600	Paula Freitas	3548	3956	3663	4025	3665
PR	4118709	Paulo Frontin	4554	4929	4691	4963	4770
PR	4118808	Peabiru	8236	8624	8259	8542	7918
PR	4118857	Perobal	3925	4659	4347	4677	4250
PR	4118907	Pérola	6198	6905	6921	7374	7475
PR	4119004	'Pérola d''Oeste'	4534	4853	4525	4938	4340
PR	4119103	Piên	7360	8190	7855	8738	8347
PR	4119152	Pinhais	70405	75647	76179	69615	72358
PR	4119202	Pinhalão	4492	4954	4447	4861	4331
PR	4119251	Pinhal de São Bento	1781	1974	1881	2139	1911
PR	4119301	Pinhão	17426	19031	18000	19706	18596
PR	4119400	Piraí do Sul	15127	15761	15427	15687	15485
PR	4119509	Piraquara	44930	48875	49836	50945	51312
PR	4119608	Pitanga	19734	21162	20150	21530	20117
PR	4119657	Pitangueiras	1979	2289	2220	2435	2117
PR	4119707	Planaltina do Paraná	2728	3000	2714	3050	2722
PR	4119806	Planalto	8775	9263	8794	9201	8176
PR	4119905	Ponta Grossa	186566	191543	195266	201999	202616
PR	4119954	Pontal do Paraná	11076	13871	13062	15175	13650
PR	4120002	Porecatu	8935	9102	8661	8603	8058
PR	4120101	Porto Amazonas	2967	3310	3029	3305	3012
PR	4120150	Porto Barreiro	2493	2838	2521	2795	2506
PR	4120200	Porto Rico	1839	2127	1976	2160	1912
PR	4120309	Porto Vitória	2597	2886	2645	2934	2482
PR	4120333	Prado Ferreira	2463	2953	2680	2849	2515
PR	4120358	Pranchita	3996	4259	3917	4153	3996
PR	4120408	Presidente Castelo Branco	3307	3555	3281	3656	3154
PR	4120507	Primeiro de Maio	6920	7493	7108	7664	6922
PR	4120606	Prudentópolis	30343	31750	31111	32146	31647
PR	4120655	Quarto Centenário	3310	3493	3182	3350	3021
PR	4120705	Quatiguá	5236	5610	5267	5661	5298
PR	4120804	Quatro Barras	10986	12361	12320	12938	12756
PR	4120853	Quatro Pontes	2762	3142	2935	3243	3054
PR	4120903	Quedas do Iguaçu	17478	19306	18150	19176	17421
PR	4121000	Querência do Norte	6628	7241	6617	6924	6683
PR	4121109	Quinta do Sol	3563	3975	3604	3947	3359
PR	4121208	Quitandinha	10516	11534	11101	12050	11303
PR	4121257	Ramilândia	2686	3164	2724	3206	2601
PR	4121307	Rancho Alegre	2683	2857	2666	2931	2637
PR	4121356	'Rancho Alegre D''Oeste'	1971	2221	1938	2287	1953
PR	4121406	Realeza	10522	11199	10941	11561	10930
PR	4121505	Rebouças	9656	10377	10050	10425	9841
PR	4121604	Renascença	4319	4686	4360	4609	4367
PR	4121703	Reserva	15252	16497	15764	16679	15821
PR	4121752	Reserva do Iguaçu	3993	4767	4271	5020	4258
PR	4121802	Ribeirão Claro	7350	7912	7437	8246	7596
PR	4121901	Ribeirão do Pinhal	8307	8684	8300	8697	8337
PR	4122008	Rio Azul	9033	9465	9189	9786	9483
PR	4122107	Rio Bom	2274	2612	2375	2747	2387
PR	4122156	Rio Bonito do Iguaçu	7549	8658	8370	9113	8971
PR	4122172	Rio Branco do Ivaí	2365	3045	2572	3181	2509
PR	4122206	Rio Branco do Sul	20082	21441	20763	22120	21016
PR	4122305	Rio Negro	19128	19528	19342	19787	19496
PR	4122404	Rolândia	36576	37418	38110	37586	39452
PR	4122503	Roncador	7128	7489	6744	7648	7215
PR	4122602	Rondon	6010	6564	6121	6512	5917
PR	4122651	Rosário do Ivaí	3618	4225	3689	4296	3645
PR	4122701	Sabáudia	4153	4782	4521	5234	4708
PR	4122800	Salgado Filho	2961	3334	3058	3198	3014
PR	4122909	Salto do Itararé	3288	3817	3462	3952	3325
PR	4123006	Salto do Lontra	8101	8899	8684	9410	8996
PR	4123105	Santa Amélia	2535	2788	2521	2828	2530
PR	4123204	Santa Cecília do Pavão	2445	2862	2587	2815	2527
PR	4123303	Santa Cruz de Monte Castelo	5311	5933	5486	5815	5401
PR	4123402	Santa Fé	6229	7007	6820	7543	7175
PR	4123501	Santa Helena	15809	17552	16584	17817	16103
PR	4123600	Santa Inês	1435	1596	1414	1605	1380
PR	4123709	Santa Isabel do Ivaí	5669	5978	5620	5925	5650
PR	4123808	Santa Izabel do Oeste	6730	7327	7230	7411	6987
PR	4123824	Santa Lúcia	2586	2934	2661	2966	2556
PR	4123857	Santa Maria do Oeste	6607	7450	6498	7367	6163
PR	4123907	Santa Mariana	8069	8467	7944	8229	7521
PR	4123956	Santa Mônica	2221	2629	2304	2575	2101
PR	4124004	Santana do Itararé	3528	3999	3509	4083	3572
PR	4124020	Santa Tereza do Oeste	6105	7270	6828	7803	7108
PR	4124053	Santa Terezinha de Itaipu	13019	14518	13980	15207	14076
PR	4124103	Santo Antônio da Platina	25592	26210	25840	26179	26072
PR	4124202	Santo Antônio do Caiuá	1941	2265	1995	2202	1890
PR	4124301	Santo Antônio do Paraíso	1760	2108	1792	2147	1783
PR	4124400	Santo Antônio do Sudoeste	11318	12148	11834	12382	12188
PR	4124509	Santo Inácio	3531	3919	3691	4063	3706
PR	4124608	São Carlos do Ivaí	3972	4468	4108	4640	4156
PR	4124707	São Jerônimo da Serra	6701	7740	6751	7283	6451
PR	4124806	São João	6680	7307	7077	7716	7536
PR	4124905	São João do Caiuá	3794	4115	3780	4149	3644
PR	4125001	São João do Ivaí	7560	8072	7567	7968	7409
PR	4125100	São João do Triunfo	8928	9498	9188	9742	9377
PR	4125209	'São Jorge d''Oeste'	6098	6912	6604	7315	6614
PR	4125308	São Jorge do Ivaí	3743	4145	3839	4175	3791
PR	4125357	São Jorge do Patrocínio	3975	4527	4247	4739	4272
PR	4125407	São José da Boa Vista	3780	4219	3741	4114	3717
PR	4125456	São José das Palmeiras	2637	3006	2832	3179	2654
PR	4125506	São José dos Pinhais	141163	153170	158429	154403	159933
PR	4125555	São Manoel do Paraná	1518	1731	1568	1837	1600
PR	4125605	São Mateus do Sul	25859	27090	26938	27804	27468
PR	4125704	São Miguel do Iguaçu	16747	17585	17259	18228	16569
PR	4125753	São Pedro do Iguaçu	4365	4899	4488	4665	4157
PR	4125803	São Pedro do Ivaí	6033	6499	5974	6400	6018
PR	4125902	São Pedro do Paraná	1863	2094	1965	2159	1944
PR	4126009	São Sebastião da Amoreira	5548	6100	5678	6120	5555
PR	4126108	São Tomé	3549	4222	3918	4405	3765
PR	4126207	Sapopema	4120	4777	4205	4536	4150
PR	4126256	Sarandi	46383	49417	50422	51169	50153
PR	4126272	Saudade do Iguaçu	3129	3709	3348	4411	3815
PR	4126306	Sengés	11511	11801	10945	11424	11158
PR	4126355	Serranópolis do Iguaçu	3417	3822	3659	3964	3549
PR	4126405	Sertaneja	4033	4513	4051	4482	3974
PR	4126504	Sertanópolis	10563	11249	10475	11162	10477
PR	4126603	Siqueira Campos	11990	12818	12438	13039	12253
PR	4126652	Sulina	2378	2666	2401	2703	2357
PR	4126678	Tamarana	6531	7657	6504	7294	6336
PR	4126702	Tamboara	3130	3703	3423	3871	3337
PR	4126801	Tapejara	9245	10040	9472	10024	9245
PR	4126900	Tapira	3793	4165	3907	4309	3720
PR	4127007	Teixeira Soares	6061	6638	6328	6912	6333
PR	4127106	Telêmaco Borba	39923	40781	40270	41062	41386
PR	4127205	Terra Boa	10160	10629	10266	10526	10415
PR	4127304	Terra Rica	9269	10083	9677	9960	9618
PR	4127403	Terra Roxa	10231	11067	10445	11146	10877
PR	4127502	Tibagi	11172	12036	11546	12138	11733
PR	4127601	Tijucas do Sul	8473	9885	9404	10188	9338
PR	4127700	Toledo	71950	76534	77866	81174	81350
PR	4127809	Tomazina	5429	6046	5324	5873	5177
PR	4127858	Três Barras do Paraná	7207	7945	7411	8186	7302
PR	4127882	Tunas do Paraná	3473	4270	3857	4456	3943
PR	4127908	Tuneiras do Oeste	5341	6049	5625	6309	5402
PR	4127957	Tupãssi	5358	5728	5467	5818	5092
PR	4127965	Turvo	8945	9885	9150	10160	9394
PR	4128005	Ubiratã	13403	14057	14007	14878	14870
PR	4128104	Umuarama	58481	60477	60598	59494	64486
PR	4128203	União da Vitória	32491	33021	32975	32514	31803
PR	4128302	Uniflor	1649	1965	1830	2089	1758
PR	4128401	Uraí	6997	7329	7066	7410	7151
PR	4128500	Wenceslau Braz	11648	12441	11681	12246	11667
PR	4128534	Ventania	5554	6237	5926	6529	5886
PR	4128559	Vera Cruz do Oeste	5520	6078	5658	5925	5464
PR	4128609	Verê	5869	6348	5902	6420	5618
PR	4128625	Vila Alta					2304
PR	4128633	Doutor Ulysses	3784	4297	3870	4341	3685
PR	4128658	Virmond	2843	3327	2904	3242	2864
PR	4128708	Vitorino	3939	4484	4048	4898	4289
PR	4128807	Xambrê	4152	4536	4212	4828	4392
PR	4199919	Assunguy de Cima					
PR	4199929	Conchas					
PR	4199939	Palmira					
PR	4199949	Porto de Cima					
RJ	3300100	Angra dos Reis	91544	96372	95603	101820	96550
RJ	3300159	Aperibé	6721	7916	7217	7815	7279
RJ	3300209	Araruama	65632	72032	70422	72761	71597
RJ	3300225	Areal	7672	8219	7735	8319	7701
RJ	3300233	Armação dos Búzios	16805	19444	18401	21357	21408
RJ	3300258	Arraial do Cabo	18955	22424	20473	23046	21596
RJ	3300308	Barra do Piraí	58311	59103	57420	56923	54555
RJ	3300407	Barra Mansa	109788	110912	109718	108972	107706
RJ	3300456	Belford Roxo	252914	261128	260425	264288	254723
RJ	3300506	Bom Jardim	16977	17764	16740	17931	16652
RJ	3300605	Bom Jesus do Itabapoana	22633	23339	22410	23743	22279
RJ	3300704	Cabo Frio	102657	109673	108935	113908	113498
RJ	3300803	Cachoeiras de Macacu	33633	36514	35206	36462	34757
RJ	3300902	Cambuci	8998	10036	9187	10620	9436
RJ	3300936	Carapebus	8139	10219	9078	10742	9040
RJ	3300951	Comendador Levy Gasparian	5746	6480	6193	6981	6257
RJ	3301009	Campos dos Goytacazes	275315	290498	244107	292646	275874
RJ	3301108	Cantagalo	13416	14272	13178	13494	12246
RJ	3301157	Cardoso Moreira	8583	9509	8609	9832	8646
RJ	3301207	Carmo	11214	12221	11340	12301	11177
RJ	3301306	Casimiro de Abreu	20376	24435	22299	25735	23882
RJ	3301405	Conceição de Macabu	12639	14169	13009	14202	12930
RJ	3301504	Cordeiro	13023	13897	13050	13630	12853
RJ	3301603	Duas Barras	7211	8089	7448	8554	7583
RJ	3301702	Duque de Caxias	498148	506749	508564	509282	503688
RJ	3301801	Engenheiro Paulo de Frontin	8007	8759	8368	9336	8606
RJ	3301850	Guapimirim	28141	31482	29832	33241	30504
RJ	3301876	Iguaba Grande	14516	17432	16104	17209	17051
RJ	3301900	Itaboraí	126349	133644	134962	138809	132406
RJ	3302007	Itaguaí	65838	70874	70630	74305	70444
RJ	3302056	Italva	8697	9667	8712	9351	8571
RJ	3302106	Itaocara	15252	16296	15239	16315	15070
RJ	3302205	Itaperuna	58267	60253	57641	59620	56706
RJ	3302254	Itatiaia	17883	19517	18637	21004	19113
RJ	3302270	Japeri	52716	57067	55753	59796	55823
RJ	3302304	Laje do Muriaé	5241	6075	5422	6441	5597
RJ	3302403	Macaé	107694	118619	115806	121895	119932
RJ	3302452	Macuco	5169	6123	5537	6189	5664
RJ	3302502	Magé	133890	139808	139897	144703	138434
RJ	3302601	Mangaratiba	21741	25310	24807	28308	27109
RJ	3302700	Maricá	62627	69610	74191	81437	83818
RJ	3302809	Mendes	12100	12670	12131	12709	11789
RJ	3302858	Mesquita	107834	109253	108535	110936	106006
RJ	3302908	Miguel Pereira	17377	18451	17682	18420	17395
RJ	3303005	Miracema	16828	17639	16726	17687	16315
RJ	3303104	Natividade	9290	10395	9697	10266	9518
RJ	3303203	Nilópolis	108149	110332	108948	111785	106076
RJ	3303302	Niterói	319163	316032	307732	304086	316609
RJ	3303401	Nova Friburgo	120585	120398	116834	117940	115094
RJ	3303500	Nova Iguaçu	455022	461573	465204	465686	459604
RJ	3303609	Paracambi	27327	28325	27657	28726	26676
RJ	3303708	Paraíba do Sul	26663	27419	26473	27439	25779
RJ	3303807	Parati			20536		21677
RJ	3303856	Paty do Alferes	16746	18345	17329	18679	17131
RJ	3303906	Petrópolis	196457	196748	147404	186575	184913
RJ	3303955	Pinheiral	13232	14209	13711	15117	13795
RJ	3304003	Piraí	16586	17876	17563	18658	17462
RJ	3304102	Porciúncula	10416	11170	10310	11004	10011
RJ	3304110	Porto Real	11220	12853	12712	14923	13512
RJ	3304128	Quatis	8044	8636	8154	8777	8217
RJ	3304144	Queimados	78916	85161	85943	91338	63089
RJ	3304151	Quissamã	12514	15145	13683	15344	13294
RJ	3304201	Resende	68200	71374	71950	73585	72456
RJ	3304300	Rio Bonito	35757	37791	36322	37847	35627
RJ	3304409	Rio Claro	11451	12579	11682	12811	11683
RJ	3304508	Rio das Flores	5930	6704	6349	7472	6482
RJ	3304524	Rio das Ostras	49799	58487	60783	64284	62933
RJ	3304557	Rio de Janeiro	3814302	3754393	3795020	3708857	3660293
RJ	3304607	Santa Maria Madalena	6655	7392	6582	7402	6352
RJ	3304706	Santo Antônio de Pádua	25328	27129	25679	26579	25111
RJ	3304755	São Francisco de Itabapoana	25220	29219	26165	29589	25962
RJ	3304805	São Fidélis	22437	24324	22525	23676	22038
RJ	3304904	São Gonçalo	548949	543787	509738	537344	526278
RJ	3305000	São João da Barra	23856	29120	28592	32206	27704
RJ	3305109	São João de Meriti	295776	297875	266169	292293	282794
RJ	3305133	São José de Ubá	5402	6295	5837	6449	5726
RJ	3305158	São José do Vale do Rio Preto	12496	12960	12227	12942	12502
RJ	3305208	São Pedro da Aldeia	43138	46774	46252	49178	48697
RJ	3305307	São Sebastião do Alto	5923	6665	5701	6688	5722
RJ	3305406	Sapucaia	12716	13956	13044	13958	12625
RJ	3305505	Saquarema	43468	48675	46834	49525	48122
RJ	3305554	Seropédica	41162	44906	43903	45072	42596
RJ	3305604	Silva Jardim	12523	14083	13257	15440	13841
RJ	3305703	Sumidouro	10625	11596	10669	11816	10526
RJ	3305752	Tanguá	17844	19708	19008	20952	19188
RJ	3305802	Teresópolis	97926	99488	97152	97426	96855
RJ	3305901	Trajano de Morais	6912	7860	7015	7779	6817
RJ	3306008	Três Rios	49075	50164	49572	50734	48612
RJ	3306107	Valença	46163	46408	45288	44885	43152
RJ	3306156	Varre-Sai	5986	6861	6212	7013	6193
RJ	3306206	Vassouras	22923	23679	22837	24027	22330
RJ	3306305	Volta Redonda	181721	183470	183405	180817	177640
RJ	3399919	Sâo João Marcos					
RJ	3399929	São Sebastião do Parahyba					
RN	2400109	Acari	7859	8405	7691	8166	7187
RN	2400208	Açu	32244	35170	34890	36924	34387
RN	2400307	Afonso Bezerra	7273	8127	7322	8612	7576
RN	2400406	Água Nova	1927	2272	2006	2356	2138
RN	2400505	Alexandria	8291	8807	8375	9323	8521
RN	2400604	Almino Afonso	4223	4622	4067	4490	4059
RN	2400703	Alto do Rodrigues	8361	9695	9138	10097	8785
RN	2400802	Angicos	7979	8448	7908	8316	7642
RN	2400901	Antônio Martins	4739	5354	4905	5091	4659
RN	2401008	Apodi	22546	24681	23258	25348	23118
RN	2401107	Areia Branca	16429	18203	16546	18282	16456
RN	2401206	Arês	8495	9399	8822	10066	8932
RN	2401305	Augusto Severo			6506		6655
RN	2401404	Baía Formosa	5338	6234	5402	6172	5446
RN	2401453	Baraúna	13610	16111	15007	16874	15313
RN	2401503	Barcelona	3374	4012	3495	4089	3615
RN	2401602	Bento Fernandes	3770	4222	3944	4448	3857
RN	2401651	Bodó	2264	2650	2271	2862	2456
RN	2401701	Bom Jesus	5942	6335	6015	6679	6235
RN	2401800	Brejinho	7244	8172	7229	8575	7775
RN	2401859	Caiçara do Norte	4065	4785	4207	4735	3931
RN	2401909	Caiçara do Rio do Vento	2853	3236	3016	3624	2960
RN	2402006	Caicó	37105	38443	36655	37391	35681
RN	2402105	Campo Redondo	6316	7009	6457	7140	6261
RN	2402204	Canguaretama	17816	19783	18087	20636	18719
RN	2402303	Caraúbas	14000	15521	14349	16255	14579
RN	2402402	Carnaúba dos Dantas	4954	5450	4978	5446	4829
RN	2402501	Carnaubais	6837	7956	6878	7883	7079
RN	2402600	Ceará-Mirim	39820	42815	41899	43747	43103
RN	2402709	Cerro Corá	6505	7122	6502	7269	6944
RN	2402808	Coronel Ezequiel	3503	4413	3941	4454	3714
RN	2402907	Coronel João Pessoa	2856	3194	2933	3489	2989
RN	2403004	Cruzeta	5795	6368	5797	6317	5238
RN	2403103	Currais Novos	26180	27146	24912	25454	24551
RN	2403202	Doutor Severiano	4183	4522	4216	4832	4406
RN	2403251	Parnamirim	82425	89408	95215	96293	102019
RN	2403301	Encanto	3520	3994	3486	3991	3555
RN	2403400	Equador	3777	4311	3800	4058	3648
RN	2403509	Espírito Santo	5476	6553	5751	6154	5778
RN	2403608	Extremoz	12844	17825	17036	19295	18009
RN	2403707	Felipe Guerra	5179	5739	5364	6544	5525
RN	2403756	Fernando Pedroza	2579	2902	2584	2981	2450
RN	2403806	Florânia	6412	7114	6584	7061	6364
RN	2403905	Francisco Dantas	2259	2599	2125	2499	2092
RN	2404002	Frutuoso Gomes	3260	3825	3169	3519	3069
RN	2404101	Galinhos	1794	2006	1840	2286	1893
RN	2404200	Goianinha	14781	15872	15528	17480	16232
RN	2404309	Governador Dix-Sept Rosado	9225	10689	9332	10326	9252
RN	2404408	Grossos	6415	7198	6529	7525	6817
RN	2404507	Guamaré	9111	10749	10031	12085	11034
RN	2404606	Ielmo Marinho	8064	8803	8073	9072	8423
